program_id,university_name,university_type,partnership_status,partner_name,country,city,world_ranking,program_name,field_of_study,specialization,course_duration_months,min_gpa,min_percentage,last_education_required,work_experience_required,min_work_experience_years,specific_background_required,english_test_required,ielts_overall,toefl_overall,pte_overall,duolingo_overall,moi_accepted,gre_required,gmat_required,tuition_fee_usd,tuition_fee_eur,application_fee_eur,scholarships_available,scholarship_details,scholarship_amount_max,living_cost_estimate_eur,intake_spring,intake_summer,intake_fall,intake_winter,fall_deadline,visa_success_rate,job_placement_rate,post_study_work_visa,university_website,program_website,,,,
PROG606,École de Management Appliqué (EMA),Private,Partnered,MSM,France,Paris,1001,Bachelor in Applied Management (Option Business Law),Business Administration,Business Law,36,2.8,65,High School Diploma (Baccalaureate equivalent),No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,9750,9000,0,Yes,50% First-Year Scholarship for Academic Excellence or Extracurricular Achievements,up to 4500,12000,Yes,No,Yes,No,June 30,88,85,2 years,https://ema.education/en/,https://ema.education/en/programmes/bachelor-en-management-applique-option-droit-des-affaires/,,,,
PROG607,École de Management Appliqué (EMA),Private,Partnered,MSM,France,Paris,1001,Bachelor in Applied Management (Option Creative Industries),Business Administration,Creative Industries Management,36,2.8,65,High School Diploma (Baccalaureate equivalent),No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,9750,9000,0,Yes,50% First-Year Scholarship for Academic Excellence or Extracurricular Achievements,up to 4500,12000,Yes,No,Yes,No,June 30,88,85,2 years,https://ema.education/en/,https://ema.education/en/programmes/bachelor-en-management-applique-option-industries-creatives/,,,,
PROG608,École de Management Appliqué (EMA),Private,Partnered,MSM,France,Paris,1001,Mastère in Applied Management (Option Business Law),Business Administration,Business Law,12,3.0,70,Bachelor's,No,0,Law or Business preferred,Yes,6.5,85,58,110,Yes,No,No,19400,17900,0,Yes,Up to 50% First-Year Tuition Reduction for Merit,up to 8950,12000,No,No,Yes,No,June 30,88,85,2 years,https://ema.education/en/,https://ema.education/en/programmes/mastere-en-management-applique-option-droit-des-affaires/,,,,
PROG609,École de Management Appliqué (EMA),Private,Partnered,MSM,France,Paris,1001,MBA in Applied Management,Business Administration,Global Management,12,3.0,70,Bachelor's,Yes,2,Business preferred,Yes,6.5,85,58,110,Yes,No,No,22600,20900,0,Yes,Up to 50% First-Year Tuition Reduction for Merit,up to 10450,12000,No,No,Yes,No,June 30,88,85,2 years,https://ema.education/en/,https://ema.education/en/programmes/mba-in-applied-management/,,,,
PROG610,École de Management Appliqué (EMA),Private,Partnered,MSM,France,Paris,1001,DBA in Applied Management,Business Administration,Doctoral Research in Management,36,3.0,70,Master's,Yes,5,Business or related,Yes,6.5,85,58,110,Yes,No,No,26900,24900,0,Yes,Research Merit Scholarship up to 30%,up to 7470,12000,No,No,Yes,No,June 30,88,85,2 years,https://ema.education/en/,https://ema.education/en/programmes/dba-in-applied-management/,,,,
PROG611,École Ducasse Culinary School,Private,Partnered,MSM,France,Paris,1001,Bachelor in Culinary Arts (English Track),Culinary Arts,International Culinary Techniques & Management,36,2.8,65,High School Diploma,No,0,Any background,Yes,5.5,65,50,95,Yes,No,No,19880,18380,200,Yes,Merit-Based & Excellence Scholarships; 20% for Escoffier Alumni,up to 3676,12000,Yes,No,Yes,No,June 30,92,89,2 years,https://www.ecoleducasse.com/en,https://www.ecoleducasse.com/en/programs/bachelor-culinary-arts,,,,
PROG612,École Ducasse Culinary School,Private,Partnered,MSM,France,Paris,1001,Bachelor in French Pastry Arts (English Track),Pastry Arts,Advanced Pastry Techniques & Management,36,2.8,65,High School Diploma,No,0,Any background,Yes,5.5,65,50,95,Yes,No,No,15425,14250,200,Yes,Merit-Based & Excellence Scholarships; 20% for Escoffier Alumni,up to 2850,12000,Yes,No,Yes,No,June 30,92,89,2 years,https://www.ecoleducasse.com/en,https://www.ecoleducasse.com/en/programs/bachelor-french-pastry-arts,,,,
PROG613,École Ducasse Culinary School,Private,Partnered,MSM,France,Paris,1001,MSc in Culinary Arts & Entrepreneurship,Culinary Arts,Culinary Business Management,18,3.0,70,Bachelor's,No,0,Culinary background preferred,Yes,6.5,80,58,105,Yes,No,No,18410,17000,200,Yes,Merit-Based,up to 3400,12000,No,No,Yes,No,June 30,92,89,2 years,https://www.ecoleducasse.com/en,https://www.ecoleducasse.com/en/programs/msc-culinary-arts-entrepreneurship,,,,
PROG614,École Ducasse Culinary School,Private,Partnered,MSM,France,Paris,1001,Intensive Diploma in French Culinary Arts,Culinary Arts,Professional French Cuisine,9,3.0,70,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,25770,23800,200,Yes,Talent & Partnership Scholarships,up to 2380,12000,Yes,Yes,Yes,No,June 30,92,89,2 years,https://www.ecoleducasse.com/en,https://www.ecoleducasse.com/en/programs/intensive-french-culinary-arts,,,,
PROG615,École Ducasse Culinary School,Private,Partnered,MSM,France,Paris,1001,Certificate in Pastry Arts Fundamentals,Pastry Arts,Basic Pastry Skills,3,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,7040,6500,200,Yes,Early Bird & Merit Grants,up to 1000,12000,Yes,Yes,Yes,No,June 30,92,89,2 years,https://www.ecoleducasse.com/en,https://www.ecoleducasse.com/en/programs/certificate-pastry-fundamentals,,,,
PROG616,EM Normandie Business School Paris,Private,Partnered,MSM,France,Paris,151-200,Master in Management (Grande École Programme),Business Administration,General Management & Specialisations,24,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,85,58,110,Yes,No,No,17900,16500,100,Yes,Excellence up to 50%; Early Bird,9000,12000,No,No,Yes,No,June 30,93,90,2 years,https://www.em-normandie.com/en,https://www.em-normandie.com/en/programmes/master-management,,,,
PROG617,EM Normandie Business School Paris,Private,Partnered,MSM,France,Paris,151-200,MSc in International Business Development,Business Administration,International Business,12,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,85,58,110,Yes,No,No,15900,14700,100,Yes,Merit & Early Application,5000,12000,No,No,Yes,No,June 30,93,90,2 years,https://www.em-normandie.com/en,https://www.em-normandie.com/en/programmes/msc-international-business,,,,
PROG618,EM Normandie Business School Paris,Private,Partnered,MSM,France,Paris,151-200,MSc in Digital Marketing & Sales,Marketing,Digital Marketing & CRM,12,3.0,70,Bachelor's,No,0,Marketing or Business,Yes,6.5,85,58,110,Yes,No,No,15900,14700,100,Yes,Merit Scholarship,5000,12000,No,No,Yes,No,June 30,93,90,2 years,https://www.em-normandie.com/en,https://www.em-normandie.com/en/programmes/msc-digital-marketing-sales,,,,
PROG619,ESAM - The School of Advanced Management and Finance,Private,Partnered,MSM,France,Paris,1001,Bachelor in Corporate Management & Finance (English Track),Business & Finance,Corporate Finance & Management,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,11800,10900,70,Yes,Merit & Finance Talent Scholarship up to 50%,up to 5450,11000,Yes,No,Yes,No,June 30,88,85,2 years,https://www.esam-ecoles.com/en/,https://www.esam-ecoles.com/en/programs/bachelor-management-finance,,,,
PROG620,ESAM - The School of Advanced Management and Finance,Private,Partnered,MSM,France,Paris,1001,Master in Corporate Finance & Financial Engineering,Finance,Corporate Finance & M&A,24,3.0,70,Bachelor's,No,0,Finance; Economics or Business,Yes,6.5,85,58,110,Yes,No,No,17200,15900,70,Yes,Excellence & CFA Prep Scholarship up to 50%,up to 7950,11000,No,No,Yes,No,June 30,88,85,2 years,https://www.esam-ecoles.com/en/,https://www.esam-ecoles.com/en/programs/master-corporate-finance,,,,
PROG621,ESAM - The School of Advanced Management and Finance,Private,Partnered,MSM,France,Paris,1001,Master in International Business Law & Management,Law & Business,International Business Law,24,3.0,70,Bachelor's,No,0,Law or Business,Yes,6.5,85,58,110,Yes,No,No,17200,15900,70,Yes,Merit & Legal Talent Scholarship up to 50%,up to 7950,11000,No,No,Yes,No,June 30,88,85,2 years,https://www.esam-ecoles.com/en/,https://www.esam-ecoles.com/en/programs/master-international-business-law,,,,
PROG622,ESAM - The School of Advanced Management and Finance,Private,Partnered,MSM,France,Paris,1001,MBA in Applied Management,Business Administration,Global Management,12,3.0,70,Bachelor's,Yes,2,Business preferred,Yes,6.5,85,58,110,Yes,No,No,22600,20900,70,Yes,Executive Excellence up to 50%,up to 10450,11000,No,No,Yes,No,June 30,88,85,2 years,https://www.esam-ecoles.com/en/,https://www.esam-ecoles.com/en/programs/mba-in-applied-management,,,,
PROG623,ESAM - The School of Advanced Management and Finance,Private,Partnered,MSM,France,Paris,1001,DBA in Applied Management,Business Administration,Doctoral Research in Management,36,3.0,70,Master's,Yes,5,Business or related,Yes,6.5,85,58,110,Yes,No,No,26900,24900,70,Yes,Research Merit Scholarship up to 30%,up to 7470,11000,No,No,Yes,No,June 30,88,85,2 years,https://www.esam-ecoles.com/en/,https://www.esam-ecoles.com/en/programs/dba-in-applied-management/,,,,
PROG624,ESIGELEC Rouen,Private,Partnered,MSM,France,Rouen,501-550,Master of Technology in Software Engineering & Digital Transformation,Information Technology,Software Engineering & Digital,18,3.0,70,Bachelor's,No,0,IT or Engineering,Yes,6.5,85,58,110,Yes,No,No,17850,16500,100,Yes,International Young Achiever Award up to 5000,5000,12000,Yes,No,Yes,No,May 31,95,92,2 years,https://en.esigelec.fr/,https://en.esigelec.fr/programs/master-software-engineering-digital-transformation/,,,,
PROG625,ESIGELEC Rouen,Private,Partnered,MSM,France,Rouen,501-550,Master of Technology in Electronic Embedded Systems,Electronics,Embedded Systems & IoT,18,3.0,70,Bachelor's,No,0,Electronics or Engineering,Yes,6.5,85,58,110,Yes,No,No,17850,16500,100,Yes,Merit Scholarship up to 2000,2000,12000,Yes,No,Yes,No,May 31,95,92,2 years,https://en.esigelec.fr/,https://en.esigelec.fr/programs/master-electronic-embedded-systems/,,,,
PROG626,ESIGELEC Rouen,Private,Partnered,MSM,France,Rouen,501-550,Diplôme d'Ingénieur in Electrical Engineering (English Track),Engineering,Electrical & Power Systems,36,3.0,70,Bachelor's,No,0,Engineering background,Yes,6.5,85,58,110,Yes,No,No,16100,14900,100,Yes,Excellence & Dual Degree Scholarship up to 2500,2500,12000,No,No,Yes,No,May 31,95,92,2 years,https://en.esigelec.fr/,https://en.esigelec.fr/programs/diplome-ingenieur-electrical-engineering/,,,,
PROG627,ESIGELEC Rouen,Private,Partnered,MSM,France,Rouen,501-550,Diplôme d'Ingénieur in Information Systems (English Track),Information Technology,Information Systems Management,36,3.0,70,Bachelor's,No,0,IT background,Yes,6.5,85,58,110,Yes,No,No,16100,14900,100,Yes,Family & Merit Scholarship up to 500,500,12000,No,No,Yes,No,May 31,95,92,2 years,https://en.esigelec.fr/,https://en.esigelec.fr/programs/diplome-ingenieur-information-systems/,,,,
PROG628,ESIGELEC Rouen,Private,Partnered,MSM,France,Rouen,501-550,Dual Degree MSc in Engineering (with Partners),Engineering,International Engineering,24,3.0,70,Bachelor's,No,0,Engineering,Yes,6.5,85,58,110,Yes,No,No,14280,13200,100,Yes,Dual Degree Excellence Scholarship up to 2500,2500,12000,No,No,Yes,No,May 31,95,92,2 years,https://en.esigelec.fr/,https://en.esigelec.fr/programs/dual-degree-msc-engineering/,,,,
PROG629,ESIGELEC Rouen,Private,Partnered,MSM,France,Rouen,501-550,Apprenticeship in Mechatronics & Automation (English Track),Engineering,Mechatronics & Robotics,24,3.0,70,Bachelor's,Yes,1,Engineering preferred,Yes,6.5,85,58,110,Yes,No,No,10700,9900,100,Yes,Apprenticeship Merit Grant up to 1500,1500,12000,Yes,No,Yes,No,May 31,95,92,2 years,https://en.esigelec.fr/,https://en.esigelec.fr/,,,,
PROG630,ESSCA School of Management,Private,Partnered,MSM,France,Angers / Paris / Lyon,101-150,Bachelor in International Management,Business Administration,International Business & Management,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,10400,9630,100,Yes,Merit & Early Bird up to 30%,3000,11000,Yes,No,Yes,No,06/30,92,89,2 years,https://www.essca.fr/en,https://www.essca.fr/en/programs/bachelor-international-management/,,,,
PROG631,ESSCA School of Management,Private,Partnered,MSM,France,Angers / Paris / Lyon,101-150,Master in Management (Grande École),Business Administration,General Management & Majors,24,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,85,58,110,Yes,No,No,22600,20900,70,Yes,Executive Excellence up to 50%,up to 10450,11000,No,No,Yes,No,June 30,88,85,2 years,https://www.essca.fr/en,https://www.essca.fr/en,,,,
PROG632,ESSCA School of Management,Private,Partnered,MSM,France,Angers / Paris / Lyon,101-150,MSc in International Business Developer,Business Administration,Global Business Development,12,3.0,70,Bachelor's,No,0,Business preferred,Yes,6.5,85,58,110,Yes,No,No,18600,17200,100,Yes,Merit & International Scholarship,up to 5000,11000,No,No,Yes,No,06/30,92,89,2 years,https://www.essca.fr/en,https://www.essca.fr/en/programs/msc-international-business-developer/,,,,
PROG633,ESSCA School of Management,Private,Partnered,MSM,France,Angers / Paris / Lyon,101-150,MSc in International Finance,Finance,Corporate & International Finance,12,3.0,70,Bachelor's,No,0,Finance or Business,Yes,6.5,85,58,110,Yes,No,No,18600,17200,100,Yes,Excellence Scholarship,up to 5000,11000,No,No,Yes,No,06/30,92,89,2 years,https://www.essca.fr/en,https://www.essca.fr/en/programs/msc-international-finance/,,,,
PROG634,ESSCA School of Management,Private,Partnered,MSM,France,Angers / Paris / Lyon,101-150,MSc in International Luxury & Brand Management,Marketing,Luxury Brand Strategy,12,3.0,70,Bachelor's,No,0,Marketing or Business,Yes,6.5,85,58,110,Yes,No,No,19800,18300,100,Yes,Merit & Luxury Talent Scholarship,up to 6000,11000,No,No,Yes,No,06/30,92,89,2 years,https://www.essca.fr/en,https://www.essca.fr/en/programs/msc-international-luxury-brand-management/,,,,
PROG635,ESSCA School of Management,Private,Partnered,MSM,France,Angers / Paris / Lyon,101-150,MSc in Digital Marketing & Business,Marketing,Digital Strategy & E-Commerce,12,3.0,70,Bachelor's,No,0,Marketing or Digital,Yes,6.5,85,58,110,Yes,No,No,18600,17200,100,Yes,Digital Excellence Scholarship,up to 5000,11000,No,No,Yes,No,06/30,92,89,2 years,https://www.essca.fr/en,https://www.essca.fr/en/programs/msc-digital-marketing-business/,,,,
PROG636,ESSCA School of Management,Private,Partnered,MSM,France,Angers / Paris / Lyon,101-150,MBA in Global Management,Business Administration,International Leadership,12,3.0,70,Bachelor's,Yes,3,Business or related,Yes,6.5,85,58,110,Yes,No,No,22200,20500,100,Yes,Executive Merit Scholarship,up to 7000,11000,No,No,Yes,No,06/30,92,89,2 years,https://www.essca.fr/en,https://www.essca.fr/en,,,,
PROG637,Excelia Group,Private,Partnered,MSM,France,La Rochelle,101-150,Master in Management (Grande École),Business Administration,General Management & Majors,24,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,85,58,110,Yes,No,No,16900,15600,90,Yes,Excellence up to €8000; Early Bird,8000,11000,No,No,Yes,No,06/30,92,89,2 years,https://www.excelia-group.com/en,https://www.excelia-group.com/en,,,,
PROG638,Excelia Group,Private,Partnered,MSM,France,La Rochelle,101-150,MSc in International Business Management,Business Administration,International Business,12,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,85,58,110,Yes,No,No,14900,13800,90,Yes,Merit & Early Bird,5000,11000,No,No,Yes,No,06/30,92,89,2 years,https://www.excelia-group.com/en,https://www.excelia-group.com/en/programmes/msc-international-business-management,,,,
PROG639,Excelia Group,Private,Partnered,MSM,France,La Rochelle,101-150,Bachelor in International Management,Business Administration,International Business,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,100,Yes,No,No,10900,10100,90,Yes,Merit & International Scholarship,3000,11000,Yes,No,Yes,No,06/30,92,89,2 years,https://www.excelia-group.com/en,https://www.excelia-group.com/en/programmes/bachelor-international-management,,,,
PROG640,Excelia Group,Private,Partnered,MSM,France,La Rochelle,101-150,MSc in Tourism and Hospitality Management,Tourism Management,International Hospitality,12,3.0,70,Bachelor's,No,0,Tourism or Business,Yes,6.5,85,58,110,Yes,No,No,14900,13800,90,Yes,Excellence & Sector Scholarship,5000,11000,No,No,Yes,No,06/30,92,89,2 years,https://www.excelia-group.com/en,https://www.excelia-group.com/en/programmes/msc-tourism-hospitality,,,,
PROG641,Excelia Group,Private,Partnered,MSM,France,La Rochelle,101-150,MBA in International Management,MBA,Global Leadership,12,3.0,70,Bachelor's,Yes,3,Business or related,Yes,6.5,85,58,110,Yes,No,No,16900,15600,90,Yes,Executive Merit,6000,11000,No,No,Yes,No,06/30,92,89,2 years,https://www.excelia-group.com/en,https://www.excelia-group.com/en,,,,
PROG642,France Langue International House Biarritz,Private,Partnered,MSM,France,Biarritz,1001,Intensive French Language Course,French Language,General French Immersion,4,2.8,65,High School Diploma,No,0,Any background,No,6.5,85,58,110,Yes,No,No,1500,1380,0,Yes,Early Bird & Group Discounts,up to 200,10000,Yes,Yes,Yes,No,06/30,85,80,2 years,https://stay.fl-france.com/,https://stay.fl-france.com/french-courses-biarritz/,,,,
PROG643,France Langue International House Biarritz,Private,Partnered,MSM,France,Biarritz,1001,French + Surf Immersion Program,French Language,French with Surfing Activities,4,2.8,65,High School Diploma,No,0,Any background,No,6.5,85,58,110,Yes,No,No,2000,1850,0,Yes,Merit & Activity Grants,up to 300,10000,Yes,Yes,Yes,No,06/30,85,80,2 years,https://stay.fl-france.com/,https://stay.fl-france.com/french-surf-biarritz/,,,,
PROG644,France Langue International House Biarritz,Private,Partnered,MSM,France,Biarritz,1001,Long-Term French Immersion (1-4 Terms),French Language,Intensive Long-Stay French,12,2.8,65,High School Diploma,No,0,Any background,No,6.5,85,58,110,Yes,No,No,5000,4620,0,Yes,ERASMUS+ & Long-Stay Discounts,up to 1000,10000,Yes,No,Yes,No,06/30,85,80,2 years,https://stay.fl-france.com/,https://stay.fl-france.com/long-term-french-biarritz/,,,,
PROG645,France Langue International House Bordeaux,Private,Partnered,MSM,France,Bordeaux,1001,Intensive French Language Course,French Language,General French Immersion,4,2.8,65,High School Diploma,No,0,Any background,No,6.5,85,58,110,Yes,No,No,1500,1380,0,Yes,Early Bird & Group Discounts,up to 200,10000,Yes,Yes,Yes,No,06/30,85,80,2 years,https://stay.fl-france.com/,https://stay.fl-france.com/french-courses-bordeaux/,,,,
PROG646,France Langue International House Bordeaux,Private,Partnered,MSM,France,Bordeaux,1001,French + Wine & Culture Immersion,French Language,French with Wine Tastings,4,2.8,65,High School Diploma,No,0,Any background,No,6.5,85,58,110,Yes,No,No,2000,1850,0,Yes,Merit & Cultural Grants,up to 300,10000,Yes,Yes,Yes,No,06/30,85,80,2 years,https://stay.fl-france.com/,https://stay.fl-france.com/french-wine-bordeaux/,,,,
PROG647,France Langue International House Bordeaux,Private,Partnered,MSM,France,Bordeaux,1001,Long-Term French Immersion (1-4 Terms),French Language,Intensive Long-Stay French,12,2.8,65,High School Diploma,No,0,Any background,No,6.5,85,58,110,Yes,No,No,5000,4620,0,Yes,ERASMUS+ & Long-Stay Discounts,up to 1000,10000,Yes,No,Yes,No,06/30,85,80,2 years,https://stay.fl-france.com/,https://stay.fl-france.com/long-term-french-bordeaux/,,,,
PROG648,France Langue International House Lyon,Private,Partnered,MSM,France,Lyon,1001,Intensive French Language Course,French Language,General French Immersion,4,2.8,65,High School Diploma,No,0,Any background,No,6.5,85,58,110,Yes,No,No,1500,1380,0,Yes,Early Bird & Group Discounts,up to 200,10000,Yes,Yes,Yes,No,06/30,85,80,2 years,https://stay.fl-france.com/,https://stay.fl-france.com/french-courses-lyon/,,,,
PROG649,France Langue International House Lyon,Private,Partnered,MSM,France,Lyon,1001,French + Gastronomy Immersion,French Language,French with Cooking Classes,4,2.8,65,High School Diploma,No,0,Any background,No,6.5,85,58,110,Yes,No,No,2000,1850,0,Yes,Merit & Cultural Grants,up to 300,10000,Yes,Yes,Yes,No,06/30,85,80,2 years,https://stay.fl-france.com/,https://stay.fl-france.com/french-gastronomy-lyon/,,,,
PROG650,France Langue International House Lyon,Private,Partnered,MSM,France,Lyon,1001,Long-Term French Immersion (1-4 Terms),French Language,Intensive Long-Stay French,12,2.8,65,High School Diploma,No,0,Any background,No,6.5,85,58,110,Yes,No,No,5000,4620,0,Yes,ERASMUS+ & Long-Stay Discounts,up to 1000,10000,Yes,No,Yes,No,06/30,85,80,2 years,https://stay.fl-france.com/,https://stay.fl-france.com/long-term-french-lyon/,,,,
PROG651,France Langue International House Martinique,Private,Partnered,MSM,France,Fort-de-France,1001,Intensive French Language Course (FLE),French Language,General French Immersion,4,2.8,65,High School Diploma,No,0,Any background,No,6.5,85,58,110,Yes,No,No,1620,1500,0,Yes,Early Bird & Group Discounts,up to 200,10000,Yes,Yes,Yes,No,06/30,85,80,2 years,https://www.fl-france.com/,https://www.fl-france.com/en/french-courses-martinique/,,,,
PROG652,France Langue International House Martinique,Private,Partnered,MSM,France,Fort-de-France,1001,French + Caribbean Culture Immersion,French Language,French with Cultural Activities,4,2.8,65,High School Diploma,No,0,Any background,No,6.5,85,58,110,Yes,No,No,2160,2000,0,Yes,Merit & Cultural Grants,up to 300,10000,Yes,Yes,Yes,No,06/30,85,80,2 years,https://www.fl-france.com/,https://www.fl-france.com/en/french-culture-martinique/,,,,
PROG653,France Langue International House Martinique,Private,Partnered,MSM,France,Fort-de-France,1001,Long-Term French Immersion (1-4 Terms),French Language,Intensive Long-Stay French,12,2.8,65,High School Diploma,No,0,Any background,No,6.5,85,58,110,Yes,No,No,5400,5000,0,Yes,ERASMUS+ & Long-Stay Discounts,up to 1000,10000,Yes,No,Yes,No,06/30,85,80,2 years,https://www.fl-france.com/,https://www.fl-france.com/en/long-term-french-martinique/,,,,
PROG654,France Langue International House Nice,Private,Partnered,MSM,France,Nice,1001,Intensive French Language Course,French Language,General French Immersion,4,2.8,65,High School Diploma,No,0,Any background,No,6.5,85,58,110,Yes,No,No,1500,1380,0,Yes,Early Bird & Group Discounts,up to 200,10000,Yes,Yes,Yes,No,06/30,85,80,2 years,https://www.ihnice.com/,https://www.ihnice.com/intensive-french/,,,,
PROG655,France Langue International House Nice,Private,Partnered,MSM,France,Nice,1001,French + Riviera Culture Immersion,French Language,French with Cultural Activities,4,2.8,65,High School Diploma,No,0,Any background,No,6.5,85,58,110,Yes,No,No,2000,1850,0,Yes,Merit & Cultural Grants,up to 300,10000,Yes,Yes,Yes,No,06/30,85,80,2 years,https://www.ihnice.com/,https://www.ihnice.com/french-culture-nice/,,,,
PROG656,France Langue International House Nice,Private,Partnered,MSM,France,Nice,1001,Long-Term French Immersion (1-4 Terms),French Language,Intensive Long-Stay French,12,2.8,65,High School Diploma,No,0,Any background,No,6.5,85,58,110,Yes,No,No,5000,4620,0,Yes,ERASMUS+ & Long-Stay Discounts,up to 1000,10000,Yes,No,Yes,No,06/30,85,80,2 years,https://www.ihnice.com/,https://www.ihnice.com/long-term-french/,,,,
PROG657,France Langue International House Paris,Private,Partnered,MSM,France,Paris,1001,Intensive French Language Course (FLE),French Language,General French Immersion,4,2.8,65,High School Diploma,No,0,Any background,No,6.5,85,58,110,Yes,No,No,1500,1380,0,Yes,Early Bird & Group Discounts,up to 200,12000,Yes,Yes,Yes,No,06/30,85,80,2 years,https://www.fl-france.com/,https://www.fl-france.com/en/french-courses-paris/,,,,
PROG658,France Langue International House Paris,Private,Partnered,MSM,France,Paris,1001,French + Paris Culture Immersion,French Language,French with Cultural Activities,4,2.8,65,High School Diploma,No,0,Any background,No,6.5,85,58,110,Yes,No,No,2000,1850,0,Yes,Merit & Cultural Grants,up to 300,12000,Yes,Yes,Yes,No,06/30,85,80,2 years,https://www.fl-france.com/,https://www.fl-france.com/en/french-culture-paris/,,,,
PROG659,France Langue International House Paris,Private,Partnered,MSM,France,Paris,1001,Long-Term French Immersion (1-4 Terms),French Language,Intensive Long-Stay French,12,2.8,65,High School Diploma,No,0,Any background,No,6.5,85,58,110,Yes,No,No,5000,4620,0,Yes,ERASMUS+ & Long-Stay Discounts,up to 1000,12000,Yes,No,Yes,No,06/30,85,80,2 years,https://www.fl-france.com/,https://www.fl-france.com/en/long-term-french-paris/,,,,
PROG660,Higher Institute of Media (ISCPA) Paris,Private,Partnered,MSM,France,Paris,1001,Bachelor in Communication & Digital Media (English Track),Communication,Digital Media & Social Media,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,110,Yes,No,No,11900,11000,100,Yes,Merit & International Scholarship,up to 3000,12000,Yes,No,Yes,No,06/30,88,85,2 years,https://www.iscpa-ecoles.com/en/,https://www.iscpa-ecoles.com/en/programs/bachelor-communication-digital/,,,,
PROG661,Higher Institute of Media (ISCPA) Paris,Private,Partnered,MSM,France,Paris,1001,Bachelor in Journalism (English Track),Journalism,International Journalism,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,110,Yes,No,No,11900,11000,100,Yes,Excellence & Press Scholarship,up to 4000,12000,Yes,No,Yes,No,06/30,88,85,2 years,https://www.iscpa-ecoles.com/en/,https://www.iscpa-ecoles.com/en/programs/bachelor-journalism/,,,,
PROG662,Higher Institute of Media (ISCPA) Paris,Private,Partnered,MSM,France,Paris,1001,MSc in Digital Communication & Influence,Communication,Digital Influence & PR,15,3.0,70,Bachelor's,No,0,Communication preferred,Yes,6.5,80,58,110,Yes,No,No,14900,13800,100,Yes,Merit & Talent Scholarship,up to 5000,12000,No,No,Yes,No,06/30,88,85,2 years,https://www.iscpa-ecoles.com/en/,https://www.iscpa-ecoles.com/en/programs/msc-digital-communication/,,,,
PROG663,Higher Institute of Media (ISCPA) Paris,Private,Partnered,MSM,France,Paris,1001,Semester in Social Media (100% English),Communication,Social Media Management,6,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,110,Yes,No,No,8000,7400,100,Yes,International Mobility Grant,up to 1000,12000,Yes,Yes,Yes,No,02/06,88,85,2 years,https://www.iscpa-ecoles.com/en/,https://www.iscpa-ecoles.com/en/programs/semester-social-media/,,,,
PROG664,Higher Institute of Media (ISCPA) Paris,Private,Partnered,MSM,France,Paris,1001,Semester in Sports Media (100% English),Media,Sports Journalism & Media,6,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,110,Yes,No,No,8000,7400,100,Yes,Sports Talent Scholarship,up to 1500,12000,Yes,Yes,Yes,No,02/06,88,85,2 years,https://www.iscpa-ecoles.com/en/,https://www.iscpa-ecoles.com/en/programs/semester-sports-media/,,,,
PROG665,ICD Business School Paris,Private,Partnered,MSM,France,Paris,1001,BBA in International Business Development,Business Administration,International Sales & Marketing,36,2.8,65,High School Diploma,No,0,Any background,Yes,6.0,72,50,110,Yes,No,No,9900,9150,75,Yes,Merit & Early Bird up to 30%,3000,11000,Yes,No,Yes,No,06/30,89,86,2 years,https://www.icd-business-school.fr/en/,https://www.icd-business-school.fr/en/programs/bba-international-business-development,,,,
PROG666,ICD Business School Paris,Private,Partnered,MSM,France,Paris,1001,Master in Management (Grande École – English Track),Business Administration,International Management & Strategy,24,3.0,70,Bachelor's,No,0,Any background,Yes,6.5,80,58,110,Yes,No,No,14900,13800,75,Yes,Excellence & International Scholarship,5000,11000,No,No,Yes,No,06/30,89,86,2 years,https://www.icd-business-school.fr/en/,https://www.icd-business-school.fr/en/,,,,
PROG667,ICD Business School Paris,Private,Partnered,MSM,France,Paris,1001,MSc in International Business & Digital Transformation,Business & Digital,Digital Business & E-commerce,15,3.0,70,Bachelor's,No,0,Business or IT preferred,Yes,6.5,80,58,110,Yes,No,No,13900,12800,75,Yes,Merit & Digital Talent Scholarship,4000,11000,No,No,Yes,No,06/30,89,86,2 years,https://www.icd-business-school.fr/en/,https://www.icd-business-school.fr/en/programs/msc-international-business-digital,,,,
