"program_id","university_name","university_type","partnership_status","partner_name","country","city","world_ranking","university_website","program_name","degree_level","field_of_study","specialization","course_duration_years","course_duration_months","program_website","min_gpa","min_percentage","last_education_required","work_experience_required","min_work_experience_years","specific_background_required","english_test_required","ielts_overall","ielts_individual","toefl_overall","toefl_individual","pte_overall","duolingo_overall","moi_accepted","moi_conditions","gre_required","min_gre_score","gmat_required","min_gmat_score","other_exams","tuition_fee_eur","tuition_fee_usd","application_fee_eur","scholarships_available","scholarship_details","scholarship_amount_max","living_cost_estimate_eur","intake_spring","intake_summer","intake_fall","intake_winter","spring_deadline","summer_deadline","fall_deadline","winter_deadline","rolling_admissions","language_of_instruction","visa_success_rate","job_placement_rate","internship_opportunities","part_time_work_allowed","post_study_work_visa","program_highlights","notes","admissions_email","application_portal","commission_rate","last_updated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG467","University of Applied Sciences Europe (UE) Berlin","Private","Non-Partnered","N/A","Germany","Berlin","N/A","https://www.ue-germany.com","MSc in Visual & Experience Design","Master's","Design","UX/UI Design","1.5","18","https://www.ue-germany.com/en/msc-visual-design","3.0","70","Bachelor's","No","0","Design background preferred","Yes","6.0","5.5","80","20","56","105","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","14900","16390","80","Yes","UE scholarships up to 50%","7450","11000","No","No","Yes","No","N/A","N/A","08/31","Rolling","Yes","English","90","85","Yes","Yes","18 months","Berlin creative hub","N/A","admissions@ue-germany.com","https://www.ue-germany.com/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG468","International School of Management (ISM) Dortmund","Private","Non-Partnered","N/A","Germany","Dortmund","N/A","https://en.ism.de","MSc in International Management","Master's","Business Administration","International Business","1.5","18","https://en.ism.de/msc-international-management","3.0","70","Bachelor's","No","0","Any field","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","13900","15290","100","Yes","ISM scholarships","5000","10000","No","No","Yes","No","N/A","N/A","07/31","N/A","No","English","91","87","Yes","Yes","18 months","7 campuses in Germany","N/A","admissions@ism.de","https://en.ism.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG469","Université de Lille – IAE Lille","Public","Non-Partnered","N/A","France","Lille","401","https://iae.univ-lille.fr","MSc in Marketing & Digital Business","Master's","Marketing","Digital Marketing","1.5","18","https://iae.univ-lille.fr/en/msc-marketing-digital","3.0","70","Bachelor's","No","0","Marketing background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","4000","4400","80","Yes","IAE scholarships","2000","9000","No","No","Yes","No","N/A","N/A","06/15","N/A","No","English","90","85","Yes","Yes","18 months","Very low tuition","Northern hub","N/A","admissions@iae.univ-lille.fr","https://iae.univ-lille.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG470","Université Côte d'Azur – SKEMA Nice","Private","Partnered","MSM Unify","France","Nice","20","https://www.skema.edu","MSc in Corporate Financial Management","Master's","Finance","Corporate Finance","1.5","18","https://www.skema.edu/programmes/msc-corporate-finance","3.2","75","Bachelor's","No","0","Finance background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","28900","31790","120","Yes","Excellence scholarship up to 50%","14450","14000","No","No","Yes","No","N/A","N/A","03/31","N/A","No","English","95","91","Yes","Yes","18 months","CFA-aligned","Nice campus","N/A","admissions@skema.edu","https://www.skema.edu/apply","15%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG471","Université de Strasbourg","Public","Non-Partnered","N/A","France","Strasbourg","201","https://www.unistra.fr","MSc in European & International Studies","Master's","Political Science","European Studies","2","24","https://www.unistra.fr/en/msc-european-studies","3.0","70","Bachelor's","No","0","Social sciences background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","243","267","50","Yes","Eiffel & Strasbourg scholarships","6000","11000","No","No","Yes","No","N/A","N/A","05/15","N/A","No","English","91","87","Yes","Yes","2 years","EU institutions nearby","N/A","admissions@unistra.fr","https://www.unistra.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG472","Université de Lorraine – ENSEM Nancy","Public","Non-Partnered","N/A","France","Nancy","351","https://ensem.univ-lorraine.fr","MSc in Energy Systems & Clean Technologies","Master's","Engineering","Energy Engineering","2","24","https://ensem.univ-lorraine.fr/en/msc-energy","3.0","70","Bachelor's","No","0","Engineering background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","250","275","50","Yes","Lorraine scholarships","3000","9000","No","No","Yes","No","N/A","N/A","06/15","N/A","No","English","90","85","Yes","Yes","2 years","Low tuition","Industry focus","N/A","admissions@ensem.univ-lorraine.fr","https://ensem.univ-lorraine.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG473","Université Clermont Auvergne","Public","Non-Partnered","N/A","France","Clermont-Ferrand","451","https://www.uca.fr","MSc in Sports Management","Master's","Business Administration","Sports Management","1.5","18","https://www.uca.fr/en/msc-sports-management","3.0","70","Bachelor's","No","0","Sports/Business background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","4000","4400","60","Yes","Auvergne scholarships","2500","9000","No","No","Yes","No","N/A","N/A","06/30","N/A","No","English","90","85","Yes","Yes","18 months","Volcano region","Low cost","N/A","admissions@uca.fr","https://www.uca.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG474","Université de Technologie de Belfort-Montbéliard (UTBM)","Public","Non-Partnered","N/A","France","Belfort","501","https://www.utbm.fr","MSc in Smart & Connected Systems","Master's","Engineering","IoT & Embedded Systems","2","24","https://www.utbm.fr/en/msc-smart-systems","3.0","70","Bachelor's","No","0","Engineering background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","250","275","50","Yes","UTBM scholarships","3000","9000","No","No","Yes","No","N/A","N/A","06/15","N/A","No","English","90","85","Yes","Yes","2 years","Near Switzerland","Industry 4.0","N/A","admissions@utbm.fr","https://www.utbm.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG475","Université de Haute-Alsace – ENSISA","Public","Non-Partnered","N/A","France","Mulhouse","601","https://www.ensisa.uha.fr","MSc in Smart Industries & Automation","Master's","Engineering","Automation Engineering","2","24","https://www.ensisa.uha.fr/en/msc-smart-industries","3.0","70","Bachelor's","No","0","Automation background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","250","275","50","Yes","Alsace scholarships","2500","8500","No","No","Yes","No","N/A","N/A","06/30","N/A","No","English","90","85","Yes","Yes","2 years","Trilingual region","Low cost","N/A","admissions@ensisa.uha.fr","https://www.ensisa.uha.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG476","University of Regensburg","Public","Non-Partnered","N/A","Germany","Regensburg","301","https://www.uni-regensburg.de","MSc in Computational Science","Master's","Computer Science","Computational Science","2","24","https://www.uni-regensburg.de/en/msc-computational-science","3.0","70","Bachelor's","No","0","CS/Math/Physics","Yes","6.5","6.0","88","20","58","95","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","DAAD scholarships","10000","9800","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","91","87","Yes","Yes","2 years","Bavaria","Free tuition","N/A","admissions@uni-regensburg.de","https://www.uni-regensburg.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG477","University of Würzburg","Public","Non-Partnered","N/A","Germany","Würzburg","251","https://www.uni-wuerzburg.de","MSc in Biomedicine","Master's","Medicine","Biomedicine","2","24","https://www.uni-wuerzburg.de/en/msc-biomedicine","3.0","70","Bachelor's","No","0","Biology background","Yes","6.5","6.0","88","20","58","95","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","DAAD scholarships","10000","9800","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","92","88","Yes","Yes","2 years","Strong medical research","N/A","admissions@uni-wuerzburg.de","https://www.uni-wuerzburg.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG478","University of Applied Sciences Würzburg-Schweinfurt (FHWS)","Public","Non-Partnered","N/A","Germany","Würzburg","N/A","https://www.fhws.de","MSc in International Business with focus on Asia","Master's","Business Administration","International Business","1.5","18","https://www.fhws.de/en/msc-international-business-asia","3.0","70","Bachelor's","No","0","Business background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","Bavaria scholarships","5000","9000","No","No","Yes","No","N/A","N/A","07/15","N/A","No","English","90","85","Yes","Yes","18 months","Free tuition","Asia focus","N/A","admissions@fhws.de","https://www.fhws.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG479","University of Bamberg","Public","Non-Partnered","N/A","Germany","Bamberg","351","https://www.uni-bamberg.de","MSc in Business Information Systems","Master's","Computer Science","Business Informatics","2","24","https://www.uni-bamberg.de/en/msc-business-informatics","3.0","70","Bachelor's","No","0","CS or Business","Yes","6.5","6.0","88","20","58","95","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","DAAD scholarships","10000","9500","No","No","Yes","No","N/A","N/A","06/30","N/A","No","English","91","87","Yes","Yes","2 years","UNESCO city","Free tuition","N/A","admissions@uni-bamberg.de","https://www.uni-bamberg.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG480","University of Applied Sciences Landshut","Public","Non-Partnered","N/A","Germany","Landshut","N/A","https://www.haw-landshut.de","MSc in Automotive & Mobility Systems","Master's","Engineering","Automotive Engineering","1.5","18","https://www.haw-landshut.de/en/msc-automotive","3.0","70","Bachelor's","No","0","Engineering background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","Bavaria scholarships","6000","9000","No","No","Yes","No","N/A","N/A","07/31","N/A","No","English","90","85","Yes","Yes","18 months","BMW nearby","Free tuition","N/A","admissions@haw-landshut.de","https://www.haw-landshut.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG481","Université de Nîmes","Public","Non-Partnered","N/A","France","Nîmes","701","https://www.unimes.fr","MSc in Cultural Heritage & Tourism","Master's","Humanities","Cultural Tourism","2","24","https://www.unimes.fr/en/msc-cultural-heritage","3.0","70","Bachelor's","No","0","Humanities/Tourism","Yes","6.0","5.5","80","20","56","105","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","243","267","40","Yes","Regional scholarships","2000","8000","No","No","Yes","No","N/A","N/A","07/15","N/A","No","English","88","83","Yes","Yes","2 years","Roman heritage city","N/A","admissions@unimes.fr","https://www.unimes.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG482","Université de Perpignan – IUT","Public","Non-Partnered","N/A","France","Perpignan","701","https://www.univ-perp.fr","MSc in Coastal Risk Management","Master's","Environmental Science","Coastal Management","2","24","https://www.univ-perp.fr/en/msc-coastal-risk","3.0","70","Bachelor's","No","0","Environmental background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","243","267","40","Yes","Pyrenees scholarships","2500","8500","No","No","Yes","No","N/A","N/A","06/30","N/A","No","English","90","85","Yes","Yes","2 years","Mediterranean coast","N/A","admissions@univ-perp.fr","https://www.univ-perp.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG483","Université de Savoie Mont Blanc","Public","Non-Partnered","N/A","France","Chambéry","501","https://www.univ-smb.fr","MSc in Mountain Environment & Sustainability","Master's","Environmental Science","Mountain Studies","2","24","https://www.univ-smb.fr/en/msc-mountain","3.0","70","Bachelor's","No","0","Environmental background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","243","267","50","Yes","Alps scholarships","3000","9500","No","No","Yes","No","N/A","N/A","06/15","N/A","No","English","90","85","Yes","Yes","2 years","Alpine location","N/A","admissions@univ-smb.fr","https://www.univ-smb.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG484","Université de Nouvelle-Calédonie (distance-friendly)","Public","Non-Partnered","N/A","New Caledonia (France)","Nouméa","N/A","https://univ-nc.nc","MSc in Pacific Studies & Sustainable Development","Master's","Environmental Science","Pacific Studies","2","24","https://univ-nc.nc/en/msc-pacific","3.0","70","Bachelor's","No","0","Any field","Yes","6.0","5.5","80","20","56","105","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","243","267","30","Yes","Pacific scholarships","4000","10000","Yes","Yes","Yes","Yes","N/A","N/A","N/A","N/A","Yes","English","88","83","Yes","Yes","2 years","Distance learning possible","N/A","admissions@univ-nc.nc","https://univ-nc.nc/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG485","Université de La Réunion","Public","Non-Partnered","N/A","Réunion (France)","Saint-Denis","N/A","https://www.univ-reunion.fr","MSc in Tropical Biodiversity & Ecosystems","Master's","Biology","Tropical Ecology","2","24","https://www.univ-reunion.fr/en/msc-tropical-biodiversity","3.0","70","Bachelor's","No","0","Biology background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","243","267","40","Yes","Indian Ocean scholarships","5000","11000","Yes","Yes","Yes","Yes","N/A","N/A","N/A","N/A","No","English","90","85","Yes","Yes","2 years","Island biodiversity hotspot","N/A","admissions@univ-reunion.fr","https://www.univ-reunion.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG486","University of Lübeck","Public","Non-Partnered","N/A","Germany","Lübeck","301","https://www.uni-luebeck.de","MSc in Biomedical Engineering","Master's","Engineering","Biomedical Engineering","2","24","https://www.uni-luebeck.de/en/msc-biomedical","3.0","70","Bachelor's","No","0","Engineering/Bio background","Yes","6.5","6.0","88","20","58","95","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","DAAD scholarships","10000","9800","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","92","88","Yes","Yes","2 years","Medical university focus","N/A","admissions@uni-luebeck.de","https://www.uni-luebeck.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG487","University of Applied Sciences Ravensburg-Weingarten","Public","Non-Partnered","N/A","Germany","Weingarten","N/A","https://www.rwu.de","MSc in Mechatronics International","Master's","Engineering","Mechatronics","1.5","18","https://www.rwu.de/en/msc-mechatronics","3.0","70","Bachelor's","No","0","Mechatronics background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","Baden-Württemberg scholarships","6000","9000","No","No","Yes","No","N/A","N/A","07/15","N/A","No","English","90","85","Yes","Yes","18 months","Free tuition","Lake Constance","N/A","admissions@rwu.de","https://www.rwu.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG488","University of Applied Sciences Offenburg","Public","Non-Partnered","N/A","Germany","Offenburg","N/A","https://www.hs-offenburg.de","MSc in Renewable Energy & Data Engineering","Master's","Engineering","Renewable Energy","1.5","18","https://www.hs-offenburg.de/en/msc-renewable-data","3.0","70","Bachelor's","No","0","Engineering background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","Black Forest scholarships","5000","9000","No","No","Yes","No","N/A","N/A","07/31","N/A","No","English","90","85","Yes","Yes","18 months","Free tuition","N/A","admissions@hs-offenburg.de","https://www.hs-offenburg.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG489","University of Applied Sciences Bochum","Public","Non-Partnered","N/A","Germany","Bochum","N/A","https://www.hochschule-bochum.de","MSc in Sustainable Engineering","Master's","Engineering","Sustainable Engineering","1.5","18","https://www.hochschule-bochum.de/en/msc-sustainable","3.0","70","Bachelor's","No","0","Engineering background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","Ruhr scholarships","5000","9000","No","No","Yes","No","N/A","N/A","07/31","N/A","No","English","90","85","Yes","Yes","18 months","Free tuition","Industry focus","N/A","admissions@hochschule-bochum.de","https://www.hochschule-bochum.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG490","University of Applied Sciences Zwickau","Public","Non-Partnered","N/A","Germany","Zwickau","N/A","https://www.fh-zwickau.de","MSc in Automotive Engineering (English track)","Master's","Engineering","Automotive Engineering","1.5","18","https://www.fh-zwickau.de/en/msc-automotive","3.0","70","Bachelor's","No","0","Mechanical background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","Saxony scholarships","6000","9000","No","No","Yes","No","N/A","N/A","07/15","N/A","No","English","90","85","Yes","Yes","18 months","Near VW & Porsche plants","N/A","admissions@fh-zwickau.de","https://www.fh-zwickau.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG491","Université de Bordeaux – KEDGE","Private","Partnered","MSM Unify","France","Bordeaux","35","https://kedge.edu","MSc in International Purchasing & Innovation Management","Master's","Business Administration","Purchasing Management","1.5","18","https://kedge.edu/en/msc-purchasing-innovation","3.2","75","Bachelor's","No","0","Supply chain background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","25900","28490","80","Yes","KEDGE Excellence","10000","14000","No","No","Yes","No","N/A","N/A","03/31","N/A","No","English","94","90","Yes","Yes","18 months","Bordeaux campus","N/A","admissions@kedge.edu","https://kedge.edu/apply","15%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG492","Université Paris-Est Créteil (UPEC)","Public","Non-Partnered","N/A","France","Créteil","301","https://www.u-pec.fr","MSc in Public Health & Health Economics","Master's","Medicine","Public Health","2","24","https://www.u-pec.fr/en/msc-public-health","3.0","70","Bachelor's","No","0","Health background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","243","267","60","Yes","Île-de-France scholarships","4000","10000","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","90","85","Yes","Yes","2 years","Affordable Paris region","N/A","admissions@u-pec.fr","https://www.u-pec.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG493","Université de Versailles Saint-Quentin","Public","Non-Partnered","N/A","France","Versailles","351","https://www.uvsq.fr","MSc in Climate Change & Sustainable Development","Master's","Environmental Science","Climate Change","2","24","https://www.uvsq.fr/en/msc-climate-change","3.0","70","Bachelor's","No","0","Environmental background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","243","267","50","Yes","Saclay cluster scholarships","5000","11000","No","No","Yes","No","N/A","N/A","05/15","N/A","No","English","91","87","Yes","Yes","2 years","Near Paris","Low tuition","N/A","admissions@uvsq.fr","https://www.uvsq.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG494","Université de Cergy-Pontoise","Public","Non-Partnered","N/A","France","Cergy","401","https://www.u-cergy.fr","MSc in International Business & Law","Master's","Business Administration","Business Law","1.5","18","https://www.u-cergy.fr/en/msc-business-law","3.0","70","Bachelor's","No","0","Business/Law background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","4000","4400","70","Yes","Cergy scholarships","3000","9000","No","No","Yes","No","N/A","N/A","06/30","N/A","No","English","90","85","Yes","Yes","18 months","Low tuition","Paris area","N/A","admissions@u-cergy.fr","https://www.u-cergy.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG495","Université d'Orléans","Public","Non-Partnered","N/A","France","Orléans","451","https://www.univ-orleans.fr","MSc in Cosmetic Science & Formulation","Master's","Chemistry","Cosmetic Science","2","24","https://www.univ-orleans.fr/en/msc-cosmetic","3.0","70","Bachelor's","No","0","Chemistry/Biology","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","243","267","50","Yes","Centre-Val scholarships","3000","9000","No","No","Yes","No","N/A","N/A","06/15","N/A","No","English","90","85","Yes","Yes","2 years","Cosmetic Valley hub","N/A","admissions@univ-orleans.fr","https://www.univ-orleans.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG496","University of Applied Sciences Schmalkalden","Public","Non-Partnered","N/A","Germany","Schmalkalden","N/A","https://www.hs-schmalkalden.de","MSc in Applied Media Informatics","Master's","Computer Science","Media Informatics","1.5","18","https://www.hs-schmalkalden.de/en/msc-media-informatics","3.0","70","Bachelor's","No","0","CS/Media background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","Thuringia scholarships","5000","9000","No","No","Yes","No","N/A","N/A","07/31","N/A","No","English","90","85","Yes","Yes","18 months","Free tuition","N/A","admissions@hs-schmalkalden.de","https://www.hs-schmalkalden.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG497","University of Applied Sciences Mittweida","Public","Non-Partnered","N/A","Germany","Mittweida","N/A","https://www.hs-mittweida.de","MSc in Laser Technology","Master's","Physics","Laser Technology","2","24","https://www.hs-mittweida.de/en/msc-laser","3.0","70","Bachelor's","No","0","Physics/Engineering","Yes","6.5","6.0","88","20","58","95","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","Saxony scholarships","6000","9500","No","No","Yes","No","N/A","N/A","06/30","N/A","No","English","91","87","Yes","Yes","2 years","Strong laser research","N/A","admissions@hs-mittweida.de","https://www.hs-mittweida.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG498","University of Applied Sciences Ansbach","Public","Non-Partnered","N/A","Germany","Ansbach","N/A","https://www.hs-ansbach.de","MSc in Smart Energy Systems","Master's","Engineering","Energy Systems","1.5","18","https://www.hs-ansbach.de/en/msc-energy","3.0","70","Bachelor's","No","0","Engineering background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","Bavaria scholarships","5000","9000","No","No","Yes","No","N/A","N/A","07/31","N/A","No","English","90","85","Yes","Yes","18 months","Free tuition","Renewables","N/A","admissions@hs-ansbach.de","https://www.hs-ansbach.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG499","Université de Technologie de Compiègne – Master Innovation & Design","Public","Non-Partnered","N/A","France","Compiègne","501","https://www.utc.fr","MSc in Design & Innovation Management","Master's","Design","Innovation Design","2","24","https://www.utc.fr/en/msc-design-innovation","3.0","70","Bachelor's","No","0","Design/Engineering","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","250","275","50","Yes","UTC scholarships","3000","9000","No","No","Yes","No","N/A","N/A","06/15","N/A","No","English","91","87","Yes","Yes","2 years","Innovation focus","Low cost","N/A","admissions@utc.fr","https://www.utc.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG500","Université de Technologie de Belfort-Montbéliard – Hydrogen Energy","Public","Non-Partnered","N/A","France","Belfort","501","https://www.utbm.fr","MSc in Hydrogen Energy Systems","Master's","Engineering","Hydrogen Technology","2","24","https://www.utbm.fr/en/msc-hydrogen","3.0","70","Bachelor's","No","0","Engineering/Chemistry","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","250","275","50","Yes","Eiffel & UTBM scholarships","8000","11000","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","92","88","Yes","Yes","2 years","Hydrogen valley region","N/A","admissions@utbm.fr","https://www.utbm.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
